,SMILES,ID,is_active,mw,logP,charge
1759,c1cc(c(cc1N)c2c(=O)[nH]c(=S)[nH]n2)Br,C06565566,0,299.153,1.8391899999999999,0
1760,c1cc(cnc1)CNC(=O)Nc2c(c3c(s2)CCC3)C(=O)N,C06671699,0,316.38600000000014,2.0524,0
1761,c1ccc(c(c1)C(=O)Nc2c([nH]cn2)C(=O)N)Br,C09466729,0,309.123,1.5233999999999999,0
1762,c1ccc2cc(ccc2c1)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,C13544319,0,306.31399999999996,0.018499999999999628,0
1763,c1ccc(cc1)[C@@]2([C@@H]([C@@H]([C@H](C(=O)N2)C(=O)N)c3ccsc3)C#N)O,C15017026,0,341.392,1.0480799999999995,0
1764,c1cc(cc(c1)F)[C@@H]2c3c(=O)[nH]c(=S)[nH]c3OC(=C2C#N)N,C03073385,0,316.31700000000006,1.7897699999999999,0
1765,c1ccc(cc1)C2=C(N(CC2=O)/N=C/c3ccc(cc3O)O)N,C27578820,0,309.32500000000005,1.6439000000000004,0
1766,Cc1cc2c(c(=O)[nH]1)[C@@H](C(=C(O2)N)C#N)c3ccc(c(c3)OC)O,C09704037,0,325.32400000000007,1.6157,0
1767,c1cc(ccc1[C@@H](CNS(=O)(=O)N2CCCC2)O)N,C35367199,0,285.3689999999999,0.2324000000000001,0
1768,c1ccnc(c1)CCNc2cc3c(cc2N)OCC(=O)N3,C35452753,0,284.31899999999996,1.6492999999999995,0
1769,c1ccc(cc1)[C@H](CNS(=O)(=O)c2cccc(c2)N)O,C35599551,0,292.36,1.2807,0
1770,CCn1c(c(c(=O)[nH]c1=O)NCc2ccc(cc2)F)N,C37486427,0,278.28700000000003,0.8898999999999995,0
1771,Cc1c(c(on1)N)[C@]2(c3cc(cc(c3NC2=O)Cl)Cl)O,C03228765,0,314.128,2.0600199999999993,0
1772,Cc1ccc2c(c1)nc(s2)[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,C38665082,0,311.35900000000004,0.11961999999999928,0
1773,c1ccc(cc1)/C(=N\N)/[C@H]2[C@@](C2(C#N)C#N)(C#N)C(=O)N,C15107834,0,278.27500000000003,0.008040000000000158,0
1774,Cc1cccc(c1N)C(=O)N2CCN(CC2)S(=O)(=O)N,C40338382,0,298.36800000000005,-0.46147999999999806,0
1775,Cc1cccc(c1S(=O)(=O)NCc2c[nH]nc2C)N,C40347272,0,280.35300000000007,1.0872400000000002,0
1776,c1c(c2c(nc1Cl)n(cn2)[C@@H]3C[C@@H]([C@@H](O3)CO)O)N,C40506044,0,284.70300000000003,0.30759999999999943,0
1777,Cn1c(c(c(=O)[nH]c1=O)NCc2cc3c(s2)CCC3)N,C40627646,0,292.36400000000003,0.8181,0
1778,c1ccc2c(c1)CN(CCO2)C(=O)c3ccc(cc3N)N,C40677691,0,283.331,1.8857999999999995,0
1779,Cc1ccc2c(c1)NC(=O)[C@@](O2)(C)C(=O)NCC(=O)N,C41547008,0,277.28000000000003,-0.3138799999999999,0
1780,CC(C)N(CCC#N)c1ccc(cc1N)S(=O)(=O)N,C42528818,0,282.369,1.0446800000000003,0
1781,c1ccc2cc(ccc2c1)O[C@H]3[C@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,C44170217,0,306.31399999999996,0.018499999999999628,0
1782,c1ccc(c(c1)C(=O)NNC(=O)c2c(nccn2)N)Br,C45651412,0,336.149,0.8960999999999999,0
1783,c1cc(cc(c1)C(=O)N)Cn2c(ccc(c2=O)C(=O)N)C(F)(F)F,C47439092,0,339.27299999999997,1.1132000000000002,0
1784,c1c(cc(c(c1O)C(=O)NCCCS(=O)(=O)N)F)F,C49449083,0,294.27899999999994,0.07879999999999987,0
1785,c1cc(ccc1[C@@H]2c3c([nH]c(=O)[nH]c3=O)NC4=C2C(=O)CCC4)O,C05600136,0,325.3240000000001,1.3332999999999995,0
1786,c1cc(ccc1[C@H]2c3c([nH]c(=O)[nH]c3=O)NC4=C2C(=O)CCC4)O,C05600138,0,325.3240000000001,1.3332999999999995,0
1787,Cc1ccc(CN)cc1NS(=O)(=O)c1cn[nH]c1C,C50430731,0,280.35300000000007,1.28604,0
1788,Cc1csc(n1)CNC(=O)c2cc(nc(c2)Cl)NN,C51116920,0,297.771,1.7155200000000002,0
1789,c1c(c(cc2c1OCC(=O)N2)N3CCC[C@H]3CCCO)N,C52760242,0,291.351,1.3409999999999997,0
1790,c1ccnc(c1)NC(=S)Nc2ccc(cc2)S(=O)(=O)N,C05937078,0,308.3880000000001,1.5378999999999998,0
1791,c1ccc(cc1)[C@H](/C=C/2\NC(=C3C=CC(=O)C=C3)NO2)N,C21806699,0,281.315,1.5589,0
1792,c1cc2cc([nH]c2c(c1)N)C(=O)NC3CCS(=O)(=O)CC3,C59973697,0,307.37500000000006,1.0570999999999997,0
1793,c1cc(ccc1[C@@H](CSc2n[nH]c(=O)n2C3CC3)O)N,C61594500,0,292.36400000000003,1.3142,0
1794,c1ccc(c(c1)CNC(=O)c2nc([nH]n2)N)C(F)(F)F,C61626856,0,285.229,1.3356999999999999,0
1795,c1cc2c(cc1CNC(=O)c3ccnc(c3)NN)OCO2,C61675281,0,286.2910000000001,1.0258999999999996,0
1796,c1ccc2c(c1)CN(CCO2)c3c(cc(cn3)N)C(=O)N,C63012559,0,284.319,1.1616999999999995,0
1797,O=c1[nH]c(O)c([C@@H]2NCCC3=c4ccccc4=N[C@@H]32)c(=O)[nH]1,C63373269,0,298.302,-1.3441,0
1798,Cc1cccc2c1N[C@H](S2)NC(=O)Cc3c([nH]c(=O)[nH]c3=O)C,C64411377,0,332.3850000000001,0.8401399999999999,0
1799,c1cnc([nH]1)[C@@H]2CC(=O)Nc3c2cc(c(c3)N4CCCC4)C(=O)N,C65404873,0,325.3720000000001,1.5828999999999998,0
1800,c1cc(ccc1[C@@H]2c3c(=O)[nH]c(=O)[nH]c3OC(=C2C#N)N)Cl,C00103154,0,316.70399999999995,0.9347799999999999,0
1801,c1c(c(c(c(c1F)NCCO)Br)N)[N+](=O)[O-],C04689253,0,294.08000000000004,1.4827999999999997,0
1802,CCc1cccc2c1NC(=O)[C@@]23C4=C(NCC4)OC(=C3C#N)N,C00074898,0,308.341,1.3678799999999998,0
1803,c1cc(ccc1N)S(=O)(=O)Nc2ccc3c(c2)[nH]c(=O)o3,C01582853,0,305.31500000000005,1.5040999999999998,0
1804,c1cc(oc1)/C=N/c2ccc(cc2)S(=O)(=O)N=C(N)N,C06072753,0,292.32000000000005,0.9923,0
1805,Cc1cc2c(c(=O)[nH]1)[C@@H](C(=C(O2)N)C#N)c3ccc(cc3)O,C05988369,0,295.298,1.6071,0
1806,c1ccc2c(c1)c(c[nH]2)C(=O)NNC(=O)c3cccnc3O,C12940857,0,296.286,1.3432999999999995,0
1807,c1ccc2c(c1)[C@H](c3c(c(c(nc3O2)N)C#N)N)C(C#N)C#N,C18276498,0,302.297,2.0186399999999995,0
1808,CCc1c2c(n[nH]1)OC(=C([C@H]2c3ccc(c(c3)O)OC)C#N)N,C19624567,0,312.32900000000006,1.9044799999999997,0
1809,c1cc(ccc1/C=N/NC(=O)c2nc([nH]n2)N)Br,C00117424,0,309.12699999999995,0.9133,0
1810,c1cc(c(cc1S(=O)(=O)NC2CCC(CC2)O)N)Cl,C20005967,0,304.799,1.5039999999999996,0
1811,c1cc(cc(c1)Br)[C@H]2CC(=O)Nc3c2c(=O)[nH]c(n3)N,C08969777,0,335.16100000000006,1.5887,0
1812,c1ccc(c(c1)c2nnc(n2N)SCC(=O)N)Br,C09092345,0,328.19499999999994,0.9987999999999997,0
1813,c1ccnc(c1)C(=O)NNC(=O)c2cnc3ccc(cc3c2N)Cl,C32605539,0,341.75800000000004,1.9401999999999995,0
1814,c1cc(c(cc1C(F)(F)F)/C(=N/O)/N)Sc2[nH]ncn2,C37334726,0,303.269,2.0691999999999995,0
1815,c1cc(c(cc1C(F)(F)F)N)NS(=O)(=O)c2c[nH]nc2,C37744351,0,306.269,1.8115,0
1816,c1cc(c(cc1Br)N)NS(=O)(=O)c2c[nH]nc2,C37744368,0,317.168,1.5552,0
1817,Cn1c(c(c(=O)[nH]c1=O)NCc2cc(ccc2Br)F)N,C37999198,0,343.156,1.1695,0
1818,c1cc(ccc1CNS(=O)(=O)c2ccnc(c2)NN)Cl,C38008785,0,312.78200000000004,1.4990999999999997,0
1819,NNc1cc(S(=O)(=O)Nc2cc(F)ccc2F)ccn1,C38008826,0,300.29,1.4462,0
1820,Cc1c(c([nH]c1C(=O)[C@@H](C)S[C@H]2NN=C(S2)N)C)C(=O)C,C39733098,0,326.4470000000001,1.98824,0
1821,c1cc(sc1CNS(=O)(=O)c2c[nH]nc2N)Br,C40346999,0,337.224,1.2944000000000002,0
1822,c1cc(cc(c1)C#N)CNS(=O)(=O)c2ccc(c(c2)N)O,C40348887,0,303.343,1.3245799999999999,0
1823,c1cc(c(cc1S(=O)(=O)NC/C(=N/O)/N)Cl)Cl,C40377138,0,298.15099999999995,1.0181,0
1824,COc1ccc(cc1)N2CCN(CC2)c3c(c(ncn3)N)N,C40723729,0,300.366,0.9762,0
1825,C[C@@H]1CCC[C@@H]([C@@H]1C)NS(=O)(=O)c2cnc(nc2)NN,C41071133,0,299.4,0.8651999999999997,0
1826,NCc1ccc(NS(=O)(=O)c2cn[nH]c2)c(C(F)(F)F)c1,C41114386,0,320.296,1.6880000000000002,0
1827,Cc1nc([nH]n1)Sc2ccc(cc2/C(=N/O)/N)C(F)(F)F,C41632778,0,317.296,2.3776200000000003,0
1828,c1cc(cc(c1)Br)CNS(=O)(=O)c2c[nH]nc2N,C42418759,0,331.19500000000005,1.2328999999999999,0
1829,CNS(=O)(=O)c1cc(ccc1Br)c2nc([nH]n2)N,C44124880,0,332.18300000000005,0.7244999999999999,0
1830,CC1(C[C@H]1NS(=O)(=O)c2cc(cnc2NN)Br)C,C45138299,0,335.22700000000003,1.2065000000000001,0
1831,Cc1cccc(c1)CNS(=O)(=O)c2cccnc2NN,C48266375,0,292.36400000000003,1.1541199999999998,0
1832,CC(C)NC(=O)C(=O)NNC(=O)Nc1ccccc1Cl,C48908727,0,298.73,1.0172999999999999,0
1833,Cc1cnc(s1)NC(=O)NNC(=O)NCC(F)(F)F,C49210655,0,297.262,1.34952,0
1834,c1cc2c(cc1NCC(=O)NC(=O)N)sc(n2)C3CC3,C49488255,0,290.34800000000007,1.7804999999999997,0
1835,CNC(=O)NC(=O)CSc1nc(c2ccsc2n1)N,C49932233,0,297.36500000000007,0.8212000000000004,0
1836,c1c2c(nc(c1C(=S)N)N[C@H]3CCCNC3=O)CCC2,C50398012,0,290.3920000000001,0.8949999999999996,0
1837,c1cc(c(nc1)NN)S(=O)(=O)NCc2ccc(cc2F)F,C51017976,0,314.317,1.1239000000000001,0
1838,Cc1csc(n1)NC(=O)c2c(cnc(n2)C(C)C)NN,C51093108,0,292.36800000000005,1.9028199999999995,0
1839,c1cc(cnc1)NC(=O)c2cc(cnc2NN)Br,C51095944,0,308.139,1.777,0
1840,c1ccc(c(c1)CNC(=O)c2ccc(nn2)NN)Br,C51117925,0,322.166,1.4546999999999999,0
1841,C[C@@H]1C[C@H](n2c(cc(n2)C(=O)NN)N1)C(C(F)(F)F)(F)F,C02568981,0,313.22999999999996,1.4294,0
1842,c1ccn2c(c1)nc(c2S(=O)(=O)N[C@@H]3CCCC[C@@H]3O)N,C52015821,0,310.379,0.4982999999999999,0
1843,c1c(cnc(c1S(=O)(=O)NC2CCC2)NN)Br,C52212787,0,321.19999999999993,0.9604999999999999,0
1844,c1cc(c(cc1CNS(=O)(=O)c2c[nH]nc2N)Cl)F,C53147984,0,304.734,1.2629,0
1845,C1CCCC(CCC1)(/C(=N\O)/N)NC(=O)[C@@H]2COCCO2,C55305367,0,299.3710000000001,0.7475000000000006,0
1846,Cc1csc(n1)NC(=O)CSc2[nH]c(=O)cc(n2)N,C09668062,0,297.36500000000007,0.84782,0
1847,c1cc(c(cc1Sc2nnc3n2CCCCC3)C(=O)N)N,C44375836,0,303.39099999999996,1.836799999999999,0
1848,Cc1ccc(o1)[C@@H]2c3c(nn(c3OC(=C2C(=O)N)N)c4ccccc4)C,C58903637,0,350.37800000000004,2.26204,0
1849,c1csc2c1[C@@H](CCC2)NS(=O)(=O)c3c[nH]nc3N,C61360422,0,298.39300000000003,1.4092999999999996,0
1850,c1c(c(=O)[nH]c(=O)n1[C@@H]2C[C@H]([C@@H]([C@H](O2)CO)O)O)F,C03842456,0,276.21999999999997,-2.322699999999999,0
1851,c1[nH]c(=S)c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,C04217548,0,284.297,-0.8996100000000002,0
1852,c1[nH]c(=S)c2c(n1)n(cn2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O,C00002158,0,284.297,-0.8996100000000002,0
1853,c1cc(ccc1N[C@H]2[C@@H]([C@@H](C[C@@H](O2)CO)O)O)[N+](=O)[O-],C03878484,0,284.26800000000003,-0.16419999999999996,0
1854,c1ccc2c(c1)c(=O)[nH]c(=O)n2[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O,C04990788,0,294.263,-1.6987,0
1855,C[C@]1(C(=O)NC(=O)N1)C[C@@]2(C(=O)NC(=O)N2)c3ccccc3,C01600204,0,302.29,-0.29049999999999865,0
1856,C[C@]1(C(=O)NC(=O)N1)C[C@]2(C(=O)NC(=O)N2)c3ccccc3,C01600202,0,302.29,-0.29049999999999865,0
1857,c1c(=O)c(nn(c1O)[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)Cl,C06494933,0,278.648,-1.7862000000000005,0
1858,C1CCC2(C1)CC(=O)N(C2=O)Cc3nc(nc(n3)N)N,C08395679,0,276.3,-0.1446999999999995,0
1859,c1cc(ccc1[N+](=O)[O-])S[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O,C12374665,0,317.319,-0.5132000000000005,0
1860,c1ccc2c(c1)nnn2[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O,C13116565,0,281.26800000000003,-1.5963000000000005,0
1861,c1cc(ccc1[N+](=O)[O-])S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,C13520562,0,317.319,-0.5132000000000005,0
1862,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@H]([C@H](O3)CO)O)S)N,C14806888,0,283.313,-1.0425000000000004,0
1863,c1ccc(c(c1)[N+](=O)[O-])S[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,C16450548,0,317.319,-0.5132000000000005,0
1864,C[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)Sc2c3c([nH]cn3)ncn2)O)O)O,C16942442,0,298.324,-0.7275000000000003,0
1865,c1c(c(=O)[nH]c(=O)n1[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)O)Br,C00404252,0,323.099,-2.0894000000000004,0
1866,COCn1cc(c(=O)c2c1nc(nc2N)SC)C(=O)N,C01560460,0,295.324,-0.2015999999999999,0
1867,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)Cl)N,C01565266,0,285.69100000000003,-0.7335000000000003,0
1868,COc1ccc(cc1O)[C@H]2C(=C(n3c(ncn3)N2)N)C#N,C18199354,0,284.27900000000005,0.8099799999999995,0
1869,Cc1c(=O)n(c(nn1)N2CCN(CC2)c3ccc(cc3)N)N,C19689723,0,301.35400000000004,-0.43067999999999834,0
1870,CN\1CC(=O)N/C1=N\S(=O)(=O)c2ccc(c(c2)N)O,C21501301,0,284.297,-0.9192999999999998,0
1871,CSc1c2c(c(n[nH]2)[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)ncn1,C05424976,0,298.324,-0.7712000000000003,0
1872,c1[nH]c(=O)c2c(n1)n(cn2)[C@H]3[C@H]([C@@H]([C@@H](S3)CO)O)O,C17258471,0,284.297,-1.5523000000000002,0
1873,CCn1cc(cn1)NS(=O)(=O)c2ccc(nc2)NN,C35781928,0,282.329,0.3844,0
1874,c1ccc(c(c1)[N+](=O)[O-])S[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O,C36532538,0,317.319,-0.5132000000000005,0
1875,Cc1cc(n(n1)C)NS(=O)(=O)c2ccc(nc2)NN,C20023667,0,282.329,0.20991999999999983,0
1876,Cn1cccc1C(=O)NC(=O)CSc2[nH]c(=O)cc(n2)N,C37021935,0,307.33500000000004,-0.2606999999999998,0
1877,c1c([nH]c(=O)[nH]c1=O)C(=O)Nc2ncc(s2)C#CCO,C37548099,0,292.27600000000007,-0.8841999999999999,0
1878,c1ccc2c(c1)[C@@]3(C(=C(OC4=C3C(=O)CCC4)N)C#N)C(=O)N2CC(=O)N,C02213666,0,364.36100000000005,0.48748000000000014,0
1879,c1nc2c(nc(nc2n1[C@@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)F)Cl)N,C05760032,0,303.68100000000004,-0.3494000000000003,0
1880,C[C@@H]1NN(C(=O)N1N)Cc2n[nH]c(=S)n2c3ccccc3,C39940654,0,305.367,0.8917900000000001,0
1881,Cc1c(nnc(c1/C(=N/O)/N)Sc2[nH]c(=O)ccn2)C,C40292018,0,292.324,0.4224399999999998,0
1882,CS(=O)(=O)c1ccccc1NS(=O)(=O)c1cn[nH]c1N,C40329364,0,316.36400000000003,0.1962000000000001,0
1883,Cc1c(c(on1)C)S(=O)(=O)Nc2ccccc2/C(=N/O)/N,C40376062,0,310.33500000000004,1.18674,0
1884,CC(C)(C)c1c2c(nc(c1C(=O)N)N)n(c(=O)n(c2=O)C)C,C40570466,0,305.3380000000001,-0.38919999999999866,0
1885,NC1C[C@H]2CC[C@@H](C1)N2S(=O)(=O)c1cnc(O)[nH]c1=O,C40749861,0,300.34000000000003,-0.8817000000000004,0
1886,c1cc(c(cc1N)N)c2nnnn2[C@H]3CCS(=O)(=O)C3,C42015356,0,294.3400000000001,-0.13590000000000058,0
1887,c1cc(ccc1[N+](=O)[O-])S[C@H]2[C@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,C44170547,0,317.319,-0.5132000000000005,0
1888,C[C@@]1(CCS(=O)(=O)C1)n2c(nnn2)c3ccc(cc3N)N,C44932439,0,308.3670000000001,0.0382000000000004,0
1889,c1cc(ncc1C(=O)NNC(=O)c2c(nccn2)N)Cl,C48601527,0,292.68600000000004,0.18199999999999966,0
1890,CNC(=O)NNC(=O)c1cccc(c1)N2CCNC2=O,C48950632,0,277.28400000000005,-0.2099999999999999,0
1891,CCC[C@H]1C(=O)N(C(=O)N1)Cc2c(nn(c2NN)C)C,C51147691,0,280.33200000000005,0.2346199999999996,0
1892,CC[C@@]1(C(=O)N(C(=O)N1)Cc2c(nn(c2NN)C)C)C,C51147718,0,280.332,0.2346199999999996,0
1893,c1ccc2c(c1)[nH]c(n2)CNC(=O)c3cc(=O)[nH]c(=O)[nH]3,C32555954,0,285.263,-0.1305000000000004,0
1894,CN1C(=O)/C(=C\2/C[C@H](NN2)c3ccc(c(c3)O)OC)/C(=O)NC1=S,C20898948,0,348.38400000000007,0.06699999999999978,0
1895,Cn1c(=O)[nH]nc1Sc2cc3c(cc2N)c(=O)[nH]cn3,C61592323,0,290.30799999999994,0.07829999999999976,0
1896,Cn1c(=O)[nH]nc1Sc2cc3c(cc2N)OCC(=O)N3,C61592334,0,293.308,0.17269999999999974,0
1897,Cn1c(=O)[nH]nc1Sc2c(cc3c(n2)CCC3)/C(=N/O)/N,C61592826,0,306.351,0.23779999999999973,0
1898,c1ccn2c(c1)nc(c2S(=O)(=O)N3CC[C@H](C3)O)NN,C61712748,0,297.3399999999999,-0.6248000000000002,0
1899,c1csc2n1c(c(n2)NN)S(=O)(=O)N3CC[C@@H](C3)O,C61712749,0,303.3690000000001,-0.5633000000000006,0
1900,Cc1c(sc2c1c(=O)n(cn2)CC(=O)NN)C,C00949482,0,252.29899999999998,0.0647400000000003,0
1901,c1c2cnn(c2ncn1)[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O,C05373597,0,252.23000000000002,-1.5622,0
1902,Cn1c2c(=O)[nH]c(=O)n(c2nc1NCCO)C,C01897529,0,239.23499999999999,-1.6354999999999993,0
1903,N[C@H](CSCn1cc(Br)cn1)C(=O)O,C15937020,0,280.147,0.7482,0
1904,c1cc(cnc1)Cn2c(c(c(=O)[nH]c2=O)C=O)N,C08733402,0,246.22599999999997,-0.6254000000000004,0
1905,c1ccc(cc1)N([C@H]2[C@@H]([C@@H]3[C@H](O2)[C@H](C(=O)O3)O)O)O,C16952476,0,267.23699999999997,-0.7457000000000003,0
1906,C1C[C@@H](OC1)CNC=C2C(=O)NC(=O)NC2=O,C06492897,0,239.231,-0.9950999999999988,0
1907,CN1CCN(Cc2c(O)[nH]c(=O)[nH]c2=O)CC1,C19855238,0,240.26299999999995,-1.4837999999999982,0
1908,c1c[nH]c2c(c1=O)cnn2[C@@H]3C[C@@H]([C@@H](O3)CO)O,C28021558,0,251.24199999999996,-0.6346999999999999,0
1909,N[C@H](CSCc1nnsc1Cl)C(=O)O,C35083531,0,253.736,0.8366,0
1910,N[C@H](CSC[C@@H]1COC2(CCCC2)O1)C(=O)O,C35296189,0,261.3429999999999,0.8171999999999993,0
1911,Cc1nn(C)c(Cl)c1CSC[C@H](N)C(=O)O,C35296385,0,263.74999999999994,1.0270199999999996,0
1912,Cc1c(c(nc(=O)[nH]1)C)CC(=O)NCCCO,C35607110,0,239.27499999999995,-0.5721599999999996,0
1913,CN(c1ccc(cc1)N)C(=O)Cn2ccc(=O)[nH]c2=O,C37274081,0,274.28000000000003,-0.2181999999999999,0
1914,CN(CCC(=S)N)S(=O)(=O)c1c[nH]nc1,C37745041,0,248.33300000000003,-0.2935999999999998,0
1915,COCCCNC=C1C(=O)NC(=S)NC1=O,C21965324,0,243.288,-0.9726999999999988,0
1916,Cc1c(c(n(n1)CC(=O)NCc2ccnc(n2)C)C)N,C40336968,0,274.32800000000003,0.49695999999999996,0
1917,c1c(ncc(=O)[nH]1)C(=O)N2CCC[C@H](C2)S(=O)(=O)N,C40381302,0,286.313,-1.3369999999999984,0
1918,c1cc(cnc1)C(=O)NCCCS(=O)(=O)N,C40382489,0,243.28799999999993,-0.5099999999999996,0
1919,c1c[nH]nc1CNC(=O)C2=CC(=O)NC(=O)C2,C41016575,0,234.21499999999997,-1.0012,0
1920,Cn1cc(cn1)CNC(=O)Cn2cc(cn2)N,C41158455,0,234.263,-0.48479999999999984,0
1921,Cc1c(c(on1)C)S(=O)(=O)NCCC(=O)N,C41298921,0,247.27599999999995,-0.5548599999999995,0
1922,Cn1c(=O)ccn(c1=O)[C@H]2[C@@H]([C@H]([C@H](O2)CO)O)O,C44608165,0,258.23,-2.8414999999999977,0
1923,CC(C)c1cc(n[nH]1)C(=O)NN2CC(=O)NC2=O,C44946870,0,251.24599999999998,-0.27029999999999993,0
1924,Cc1c(c(n(n1)C)C)C(=O)N(C)[C@H](C)/C(=N/O)/N,C45144651,0,253.306,0.24384000000000022,0
1925,c1c([nH]nc1C(=O)NN2CC(=O)NC2=O)C3CC3,C47429084,0,249.22999999999996,-0.5163,0
1926,Cc1c(oc(n1)NC(=O)C(=O)NCCCO)C,C47962578,0,241.24699999999999,-0.27146000000000026,0
1927,Cc1c(oc(n1)NC(=O)C(=O)NC[C@@H](C)O)C,C47963142,0,241.247,-0.2730600000000005,0
1928,c1cc(ncc1C(=O)N[C@H]2CCS(=O)(=O)C2)C(=O)N,C49420188,0,283.30899999999997,-0.9025999999999992,0
1929,Cc1nc(no1)CSCCC(=O)NC(=O)N,C49443739,0,244.27599999999995,0.19622,0
1930,Cc1c(c(n[nH]1)C(=O)N2CCN(CC2)C(=O)N(C)C)N,C50306218,0,280.332,-0.2602799999999986,0
1931,C[C@@]1(CCS(=O)(=O)C1)NC(=O)Cn2ccc(n2)N,C50468621,0,272.33,-0.8412999999999979,0
1932,c1cc(ncc1C(=O)N2CCS(=O)(=O)CC2)NN,C51143966,0,270.31399999999996,-0.7621999999999984,0
1933,c1cc2c(cc1N)C(=O)N(S2(=O)=O)CCCO,C52125959,0,256.28299999999996,-0.2043000000000001,0
1934,CC(C)NC(=O)NC(=O)CN(C)[C@H](C)C(=O)O,C54067827,0,245.27899999999997,-0.3744999999999988,0
1935,Cc1nc(cn1C)S(=O)(=O)NCCC(=S)N,C54154183,0,262.35999999999996,-0.3169800000000002,0
1936,c1cc2c(cc1Cl)[C@@H](C(=O)N2CCOCCO)N,C40229208,0,270.71599999999995,0.6953000000000003,0
1937,CCCS(=O)(=O)Nc1nnc([C@H](C)N)s1,C58231598,0,250.349,0.7095000000000002,0
1938,Cc1nc2n(n1)[C@@H](C(=C(N2)N)C#N)c3ccncc3,C07496310,0,253.269,0.6902999999999997,0
1939,CN[C@](C)(CSc1nc(C)cc(=O)[nH]1)C(=O)O,C45585619,0,257.315,0.23312,0
1940,c1c([nH]c(=O)[nH]c1=O)CC(=O)N2CCNC(=O)C2,C61409963,0,252.22999999999996,-2.4358999999999975,0
1941,c1nc2c(c(n1)n3cnc(n3)/C(=N\O)/N)CCC2,C61843766,0,245.24599999999995,-0.3595000000000006,0
1942,CNS(=O)(=O)NCC1(CCOCC1)CO,C62510851,0,238.30899999999994,-1.170699999999999,0
1943,CN([C@H]1CCS(=O)(=O)C1)C(=O)c2c(c[nH]n2)N,C62811015,0,258.303,-0.748999999999999,0
1944,C[C@]1(C(=O)NC2(C(=O)O)CCCC2)CCNC1,C62898163,0,240.3029999999999,0.49959999999999943,0
1945,CC[C@@]1(C(=O)N[C@](C)(C(=O)O)C2CC2)CCNC1,C62898199,0,254.32999999999993,0.7455999999999994,0
1946,COCCN[C@@]1(CCS(=O)(=O)C1)C(=O)N,C62962972,0,236.29299999999995,-1.7349999999999968,0
1947,Cn1c2c(cn1)c(nc(n2)CN3CCNC(=O)C3)N,C63077799,0,261.28899999999993,-1.1226999999999978,0
1948,CC(C)(C(=O)NCC(=O)N(C)C)NC(=O)NC,C64749218,0,244.295,-1.1015999999999977,0
1949,Cn1c(CNC(=O)c2ncccc2O)n[nH]c1=S,C66626385,0,265.298,0.5082899999999998,0
1950,c1ccc2cc(ccc2c1)O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,C04103873,0,306.31399999999996,0.018499999999999628,0
1951,c1ccc2cc(ccc2c1)O[C@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,C04103875,0,306.31399999999996,0.018499999999999628,0
1952,C1C2CC3(CC1CC(C2)(C3)C(=O)NCCO)C(=O)NCCO,C05480506,0,310.394,-0.20999999999999897,0
1953,c1cc(c(cc1Br)/C=N/NC(=O)C(=O)N)O,C03526881,0,286.085,0.09009999999999996,0
1954,c1cc(ccc1CCNC(=O)NCCCl)S(=O)(=O)N,C03225608,0,305.78700000000003,0.4145,0
1955,c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)Nc3c(ccs3)C(=O)N,C03369756,0,313.3380000000001,1.9407999999999999,0
1956,c1ccc2c(c1)cccc2O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,C12406257,0,306.31399999999996,0.018499999999999184,0
1957,c1ccc2c(c1)cccc2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,C13545426,0,306.31399999999996,0.018499999999999184,0
1958,c1ccc2c(c1)c(c[nH]2)[C@@H]3c4ccccc4C(=O)N3CCC(=O)NN,C13945767,0,334.37900000000013,2.0930999999999993,0
1959,c1cc(c(cc1NC(=S)N)O)c2nn3cnnc3s2,C20436257,0,292.34900000000005,1.2138999999999995,0
